评论,日期,评分,城市,昵称
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
一般。。。。。,2018-07-21,3.0,哈尔滨,QbS738956364
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
特别姜文的一部电影，我真的不知道如何评价剧情，只记得出各种充满个人色彩的表达方式。,2018-07-21,4.0,广州,Ugv948078329
一般。。。。。,2018-07-21,3.0,哈尔滨,QbS738956364
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
特别姜文的一部电影，我真的不知道如何评价剧情，只记得出各种充满个人色彩的表达方式。,2018-07-21,4.0,广州,Ugv948078329
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
特别姜文的一部电影，我真的不知道如何评价剧情，只记得出各种充满个人色彩的表达方式。,2018-07-21,4.0,广州,Ugv948078329
一般。。。。。,2018-07-21,3.0,哈尔滨,QbS738956364
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
一般。。。。。,2018-07-21,3.0,哈尔滨,QbS738956364
没有想象中的好，但也有它独特的意味。,2018-07-21,3.0,高邮,iIT355342105
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
个人觉得 除了姜文的演技之外 彭于晏和父亲的对话就像念台词一样 行动就像一个不知道他想干什么的疯子 邪不胜正也没看出来哪里不胜正 电影看的有点打瞌睡给个一分给姜文一分给标题,2018-07-21,1.0,本溪,taB501057596
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
特别姜文的一部电影，我真的不知道如何评价剧情，只记得出各种充满个人色彩的表达方式。,2018-07-21,4.0,广州,Ugv948078329
大概是我这个观众不行吧。除了小脚放足跨过贞节牌坊那个桥段有感触，其余全程在匪夷所思。,2018-07-21,3.0,深圳,堂堂夜小末
远比想象中差距太远～觉得浪费了这好几个硬汉表演，很失望。,2018-07-21,3.0,石家庄,Hey许久不见
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
姜文试的表达，电影节奏。能量点多，而且分散。不是那个年代的人，或知识面窄，里边就会有很多点，get不到,2018-07-21,4.0,新乡,NIF740346059
强烈要求总局把影片分级，见到还有家长带小朋友来看的。,2018-07-21,5.0,东莞,gfj783055186
我女朋友说整部片子她完全看不懂，她说她单纯只是为了他的美貌才看完整场，哎。。。赞,2018-07-21,3.5,上海,满天飞雪
不行啊，叙事太差劲,2018-07-21,1.5,保山,KuT450480672
不用说什么了，满分敬上,2018-07-21,5.0,金华,_qqhzn1389168908
儿子说不怎么样,2018-07-21,3.5,无锡,姚陈意一
非常烂的片子,2018-07-21,0.5,武汉,xuE261278944
特别姜文的一部电影，我真的不知道如何评价剧情，只记得出各种充满个人色彩的表达方式。,2018-07-21,4.0,广州,Ugv948078329
大概是我这个观众不行吧。除了小脚放足跨过贞节牌坊那个桥段有感触，其余全程在匪夷所思。,2018-07-21,3.0,深圳,堂堂夜小末
很好啊！挺喜欢,2018-07-21,4.0,肥城,iIz952141663
一般吧，本来就是冲着彭于晏去看的，其他的就那样,2018-07-21,2.5,无为,空巢仙女人土土
太烂了，太烂了,2018-07-21,0.5,海口,rdp895360503
影片缺少感觉,2018-07-21,2.5,开封,王一名784
为了彭于晏的奔跑去看电影的！,2018-07-21,4.5,石河子,心盲眼盲229
